FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName
2420,2420,11,3,"Potato, skin, baked","Pomme de terre, pelure, cuite au four",1985-01-01,,11364,
2421,2421,11,3,"Potato, boiled with skin, flesh","Pomme de terre, bouillie avec la pelure, chair",1985-01-01,,11365,
2422,2422,11,3,"Potato, boiled without skin, flesh","Pomme de terre, bouillie sans pelure, chair",1985-01-01,,11367,
2423,2423,11,3,"Potato, flesh, cooked in skin, microwaved","Pomme de terre, chair, cuite au four à micro-ondes avec la pelure",1985-01-01,,11368,
2424,2424,11,3,"Potato, skin, cooked in skin, microwaved","Pomme de terre, pelure, cuite au four à micro-ondes avec la pelure",1985-01-01,,11369,
2425,2425,11,3,"Potato, canned, drained solids","Pomme de terre, conserve, solides égouttés",1985-01-01,,11376,
2426,2426,11,3,"Potato, mashed, flakes without milk, dry","Pomme de terre, purée, flocons sans lait, sec",1989-01-01,,11378,
2427,2427,11,3,"Potato, mashed, prepared from flakes without milk, whole milk and butter added","Pomme de terre, purée, préparée à partir de flocons sans lait, lait entier et beurre ajoutés",1985-01-01,,11379,
2428,2428,11,3,"Potato, scalloped, dry mix, unprepared","Pomme de terre, en escalopes, mélange sec, non préparé",1985-01-01,,11386,
2429,2429,11,3,"Potato, scalloped, dry mix, prepared with water, whole milk and butter","Pomme de terre, en escalopes, mélange sec, préparé avec eau, lait entier et beurre",1985-01-01,,11387,
2430,2430,11,3,"Potato, hashed brown, frozen, plain, unprepared","Pomme de terre, rissolée, congelée, non préparée",1985-01-01,,11390,
2431,2431,11,3,"Potato, hashed brown, frozen, plain, prepared","Pomme de terre, rissolée, congelée, nature, préparée",1990-01-01,,11391,
2432,2432,11,3,"Potato puff, frozen, unprepared","Pomme de terre, soufflée, congelée, non préparée",1985-01-01,,11398,
2433,2433,11,3,"Potato puff, frozen, prepared","Pomme de terre, soufflée, congelée, préparée",1985-01-01,,11399,
2434,2434,11,3,"Potato, french-fried, frozen, unprepared","Pomme de terre, frite, congelée, non préparée",1995-01-01,,11402,
2435,2435,11,3,"Potato, french-fried, frozen, all types, salt added in processing, home-prepared, heated in oven","Pomme de terre, frite, congelée, tous les types, sel ajouté lors de la transformation, réchauffée au four",1995-01-01,,11403,
2436,2436,11,29,"Potato, french-fried, frozen, restaurant prepared, fried in vegetable oil","Pomme de terre, frite, congelée, préparée au restaurant avec de l'huile végétale",1985-01-01,,,
2437,2437,11,3,"Potato, french-fried, frozen, cottage cut, salt not added in processing, unprepared","Pomme de terre, frite, congelée, coupe cottage, sans sel ajouté lors de la transformation, non préparée",1985-01-01,,11406,
2438,2438,11,3,"Potato, french-fried, frozen, cottage cut, salt not added in processing, heated in oven","Pomme de terre, frite, congelée, coupe cottage, sel non ajouté lors de la transformation, réchauffée au four",1985-01-01,,11407,
2439,2439,11,3,"Potato, french-fried, frozen, extruded, heated in oven","Pomme de terre, frite, congelée, extrudée, réchauffée au four",1985-01-01,,11409,
2440,2440,11,3,Potato flour,"Pomme de terre, farine",1985-01-01,,11413,
2441,2441,11,3,"Pumpkin, raw","Citrouille, crue",1985-01-01,,11422,Cucurbita spp.
2442,2442,11,3,"Pumpkin, boiled, drained","Citrouille, bouillie, égouttée",1985-01-01,,11423,
2443,2443,11,3,"Radish, raw","Radis, cru",1985-01-01,,11429,Raphanus sativus
2444,2444,11,3,"Rutabaga (swede), raw","Rutabaga (chou-navet),  cru",1985-01-01,,11435,Brassica napus (Napobrassica Group)
2445,2445,11,3,"Rutabaga (swede), boiled, drained","Rutabaga (chou-navet), bouilli, égoutté",1994-01-01,,11436,
2447,2447,11,3,"Spinach, canned, drained solids","Épinard, conserve, égoutté",1985-01-01,,11461,
2448,2448,11,3,"Squash, winter, acorn, raw","Courge d'hiver, courge poivrée (courgeon), crue",1985-01-01,,11482,Cucurbita maxima
2449,2449,11,3,"Squash, winter, acorn, baked","Courge d'hiver, courge poivrée (courgeon), cuite au four",1985-01-01,,11483,
2450,2450,11,3,"Squash, winter, acorn, boiled, mashed","Courge d'hiver, courge poivrée (courgeon), bouillie, en purée",1985-01-01,,11484,
2451,2451,11,3,"Squash, winter, butternut, raw","Courge d'hiver, courge musquée, crue",1985-01-01,,11485,Cucurbita moschata
2452,2452,11,3,"Squash, winter, butternut, baked","Courge d'hiver, courge musquée, cuite au four",1985-01-01,,11486,
2453,2453,11,3,"Squash, winter, butternut, frozen, unprepared","Courge d'hiver, courge musquée, congelée, non préparée",1985-01-01,,11487,
2454,2454,11,3,"Squash, winter, butternut, frozen, boiled","Courge d'hiver, courge musquée, congelée, bouillie",1985-01-01,,11488,
2455,2455,11,3,"Squash, winter, hubbard, raw","Courge d'hiver, hubbard, crue",1985-01-01,,11489,Cucurbita maxima
2456,2456,11,3,"Squash, winter, hubbard, baked","Courge d'hiver, hubbard, cuite au four",1985-01-01,,11490,
2457,2457,11,3,"Squash, winter, hubbard, boiled, mashed","Courge d'hiver, hubbard, bouillie, en purée",1985-01-01,,11491,
2458,2458,11,3,"Squash, winter, spaghetti, raw","Courge d'hiver, spaghetti, crue",1985-01-01,,11492,Cucurbita spp.
2459,2459,11,3,"Squash, winter, spaghetti, baked or boiled, drained","Courge d'hiver, spaghetti, au four ou bouillie, égouttée",1985-01-01,,11493,
2460,2460,11,3,"Tomato, red, ripe, raw, year round average","Tomate, rouge, mûre, crue, moyenne durant toute l'année",1989-01-01,,11529,Solanum lycopersicum
2461,2461,11,3,"Tomato, red, ripe, boiled","Tomate, rouge, mûre, bouillie",1989-01-01,,11530,
2462,2462,11,3,"Tomato, red, ripe, canned, whole","Tomate, rouge, mûre, conserve, entière",1985-01-01,,11531,
2463,2463,11,3,"Tomato, red, ripe, canned, stewed","Tomate, rouge, mûre, conserve, étuvée",1985-01-01,,11533,
2464,2464,11,3,"Juice, tomato, canned","Jus, tomates, conserve",1985-01-01,,11540,
2465,2465,11,3,"Tomato products, canned, sauce","Produits à base de tomates, conserve, sauce",1985-01-01,,11549,
2466,2466,11,3,"Tomato products, canned, sauce with mushrooms","Produits à base de tomates, conserve, sauce avec champignons",1985-01-01,,11551,
2467,2467,11,3,"Tomato products, canned, sauce with herbs and cheese","Produits à base de tomates, conserve, sauce avec fines herbes et fromage",1985-01-01,,11555,
2468,2468,11,3,"Tomato products, canned, sauce with onions, green peppers and celery","Produits à base de tomates, conserve,  sauce avec oignons, poivrons verts et céleri",1985-01-01,,11557,
2469,2469,11,3,"Tomato products, canned, sauce with tomato tidbits","Produits à base de tomates, conserve, sauce avec morceaux de tomates",1985-01-01,,11559,
2470,2470,11,3,"Turnip, raw","Navet, cru",1985-01-01,,11564,Brassica rapa (Rapifera Group)
2471,2471,11,3,"Turnip, frozen, unprepared","Navet, congelé, non préparé",1985-01-01,,11566,
2472,2472,11,3,"Turnip, frozen, boiled, drained","Navet, congelé, bouilli, égoutté",1985-01-01,,11567,
2473,2473,11,3,"Vegetable juice cocktail, canned","Légumes, jus, cocktail, conserve",1985-01-01,,11578,
2474,2474,11,3,"Vegetables, mixed, canned, drained solids","Légumes, macédoine, conserve, solides égouttés",1985-01-01,,11581,
2475,2475,11,3,"Beets, harvard, canned, solids and liquid","Betteraves harvard, conserve, solides et liquide",1985-01-01,,11605,
2476,2476,11,3,"Beets, pickled, canned, solids and liquid","Betteraves marinées, conserve, solides et liquide",1985-01-01,,11609,
2477,2477,11,3,"Pepper, jalapeno, canned, solids and liquid","Piment jalapeno, conserve, solides et liquide",1985-01-01,,11632,
2478,2478,11,3,"Potato, flesh and skin, baked","Pomme de terre, chair et pelure, cuite au four",1985-01-01,,11674,
2479,2479,11,3,"Potato, flesh and skin, cooked in skin, microwaved","Pomme de terre, chair et pelure, cuite au four à micro-ondes avec la pelure",1985-01-01,,11675,
2480,2480,11,3,"Broccoli, boiled, drained, with salt","Brocoli, bouilli, égoutté, sel ajouté",1989-01-01,,11742,
2481,2481,11,3,"Celery, boiled, drained, with salt","Céleri, bouilli, égoutté, sel ajouté",1989-01-01,,11764,
2482,2482,11,3,"Corn, sweet, yellow, frozen, kernels cut off the cob, boiled, drained, with salt","Maïs sucré, jaune, congelé, en grains, bouilli, égoutté, sel ajouté",1995-01-01,,11774,
2483,2483,11,3,"Onion, boiled, drained, with salt","Oignon, bouilli, égoutté, sel ajouté",1989-01-01,,11805,
2484,2484,11,3,"Pepper, sweet, red, raw","Poivron rouge, cru",1990-01-01,,11821,Capsicum annuum
2485,2485,11,3,"Pepper, sweet, green, boiled, drained, with salt","Poivron vert, bouilli, égoutté, sel ajouté",1990-01-01,,11822,
2486,2486,11,3,"Pepper, sweet, red, boiled, drained","Poivron rouge, bouilli, égoutté",1989-01-01,,11823,
2487,2487,11,3,"Pepper, sweet, red, boiled, drained, with salt","Poivron rouge, bouilli, égoutté, sel ajouté",1989-01-01,,11824,
2490,2490,11,3,"Tomato, red, ripe, boiled, with salt","Tomate, rouge, mûre, bouillie, sel ajouté",1989-01-01,,11884,
2491,2491,11,3,"Corn, sweet, white, frozen, kernels off cob, unprepared","Maïs sucré, blanc, congelé, grains, non préparé",1995-01-01,,11910,
2492,2492,11,3,"Corn, sweet, white, frozen, kernels off cob, boiled, drained","Maïs sucré, blanc, congelé, grains, bouilli, égoutté",1995-01-01,,11911,
2493,2493,11,3,"Corn, sweet, white, frozen, kernels off cob, boiled, drained, with salt","Maïs sucré, blanc, congelé, grains, bouilli, égoutté, sel ajouté",1995-01-01,,11912,
2494,2494,11,3,Tomato ketchup (catsup),"Tomates, ketchup (catsup)",1989-01-01,,11935,
2495,2495,11,3,"Pickles, cucumber, dill (includes Kosher and Polish)","Marinades, cornichons à l'aneth (inclus Cacher et Polonais)",1989-01-01,,11937,
2496,2496,11,3,"Pimento, canned","Piments de la Jamaïque, conserve",1989-01-01,,11943,
2497,2497,11,3,"Pickles, cucumber, dill, low sodium","Marinades, cornichons à l'aneth, faible en sodium",1989-01-01,,11947,
2498,2498,11,3,"Tomato ketchup (catsup), low sodium","Tomates, ketchup (catsup), faible en sodium",1989-01-01,,11949,
2499,2499,11,24,"Seaweed, dulse (laver, nori), dried","Algue, dulse (rhodymemie palme, porphyre, nori), séchée",1996-01-01,,,
2500,2500,11,3,"Beets, raw","Betteraves, crues",1994-01-01,,11080,Beta vulgaris
2501,2501,11,3,"Beets, boiled, drained","Betteraves, bouillies, égouttées",1994-01-01,,11081,
2502,2502,11,3,"Fiddlehead greens (ferns), frozen, unprepared","Crosses de fougères (têtes de violon), congelées, non préparées",1988-01-01,,11996,
2505,2505,11,0,"Potato, flesh and skin, raw","Pomme de terre, chair et pelure, crue",1989-01-01,,11352,Solanum tuberosum
2506,2506,11,24,"Potato, boiled, flesh and skin","Pomme de terre, bouille, chair et pelure",1989-01-01,,,
2507,2507,12,0,"Seeds, breadfruit seeds, raw","Graines, fruits à pain, graines, crues",1985-01-01,,12001,Artocarpus altilis
2508,2508,12,0,"Seeds, breadfruit seeds, boiled","Graines, fruits à pain, graines, bouillies",1985-01-01,,12003,
2509,2509,12,0,"Seeds, breadnuttree seeds, raw","Graines, noix-pain (brosimum dicastrum), graines, crues",1985-01-01,,12004,Brosimum alicastrum
2510,2510,12,0,"Seeds, breadnuttree seeds, dried","Graines, noix-pain (brosimum alicastrum), graines, déshydratées",1985-01-01,,12005,
2511,2511,12,0,"Seeds, chia seeds, dried","Graines de chia, déshydratées",1985-01-01,,12006,Salvia hispanica
2512,2512,12,0,"Seeds, cottonseed flour, partially defatted","Graines, farine de graines de coton, partiellement dégraissées",1985-01-01,,12007,
2513,2513,12,0,"Seeds, cottonseed flour, low fat","Graines, farine de graines de coton, faible en gras",1985-01-01,,12008,
2514,2514,12,0,"Seeds, cottonseed meal, partially defatted","Graines, semoule de graines de coton, partiellement dégraissées",1985-01-01,,12011,
2515,2515,12,0,"Seeds, lotus seeds, dried","Graines, lotus, graines, déshydratées",1985-01-01,,12013,
2516,2516,12,0,"Seeds, pumpkin and squash seed kernels, dried","Graines, citrouille et courge, graines, déshydratées",1985-01-01,,12014,
2517,2517,12,0,"Seeds, pumpkin and squash seed kernels, roasted","Graines, citrouille et courge, graines, rôties",1985-01-01,,12016,
2518,2518,12,0,"Seeds, safflower seed kernels, dried","Graines, carthame, graines, déshydratées",1985-01-01,,12021,Carthamus tinctorius
2519,2519,12,0,"Seeds, safflower seed meal, partially defatted","Graines,  semoule de graines de carthame, partiellement dégraissée",1985-01-01,,12022,
2521,2521,12,0,"Seeds, sesame seeds, whole, roasted and toasted","Graines, sésame, graines, entières, rôties et grillées",1985-01-01,,12024,
2522,2522,12,0,"Seeds, sesame seed kernels, toasted, shelled","Graines, sésame, graines, grillées, décortiquées",1985-01-01,,12029,
2523,2523,12,0,"Seeds, sesame flour, partially defatted","Graines, farine de sésame, partiellement dégraissées",1985-01-01,,12032,
2524,2524,12,0,"Seeds, sesame flour, low fat","Graines, farine de sésame, faible en gras",1985-01-01,,12033,
2525,2525,12,0,"Seeds, sesame meal, partially defatted","Graines, semoule de sésame, partiellement dégraissées",1985-01-01,,12034,
2526,2526,12,0,"Seeds, sunflower seed kernels, dried","Graines, tournesol, graines, déshydratées",1985-01-01,,12036,Helianthus annuus
2527,2527,12,0,"Seeds, sunflower seed kernels, dry roasted","Graines, tournesol, graines, rôties à sec",1985-01-01,,12037,
2528,2528,12,0,"Seeds, sunflower seed kernels, toasted","Graines, tournesol, graines, grillées",1985-01-01,,12039,
2529,2529,12,0,"Seeds, sunflower seed butter","Graines, beurre de tournesol",1985-01-01,,12040,
2530,2530,12,0,"Seeds, sunflower seed flour, partially defatted","Graines, tournesol, farine, partiellement dégraissée",1985-01-01,,12041,
2531,2531,12,0,"Nuts, acorns, raw","Noix, balanes (glands), crues",1985-01-01,,12058,Quercus spp.
2532,2532,12,0,"Nuts, acorns, dried","Noix, balanes (glands), séchées",1985-01-01,,12059,
2533,2533,12,0,"Nuts, acorn flour, full-fat","Noix, farine de balanes (glands), non dégraissée",1985-01-01,,12060,
2534,2534,12,0,"Nuts, almonds, dried, unblanched, unroasted","Noix, amandes, séchées, non blanchies, non rôties",1985-01-01,,12061,Prunus dulcis
2535,2535,12,0,"Nuts, almonds, dried, blanched, unroasted","Noix, amandes, séchées, blanchies, non rôties",1985-01-01,,12062,
2536,2536,12,0,"Nuts, almonds, dry roasted, unblanched","Noix, amandes, rôties à sec, non blanchies",1985-01-01,,12063,
2537,2537,12,0,"Nuts, almonds, oil roasted, unblanched","Noix, amandes, rôties dans l'huile, non blanchies",1985-01-01,,12065,
2538,2538,12,30,"Nuts, almonds, oil roasted, blanched","Noix, amandes, rôties dans l'huile, blanchies",1985-01-01,,,
2539,2539,12,30,"Nuts, almonds, toasted, unblanched","Noix, amandes, grillées, non blanchies",1985-01-01,,,
2540,2540,12,0,"Nuts, almond paste, sweetened","Noix, pâte d'amandes, sucrée",1985-01-01,,12071,
2543,2543,12,0,"Nuts, beechnuts, dried","Noix, faines, séchées",1985-01-01,,12077,Fagus spp.
2544,2544,12,0,"Nuts, brazilnuts, dried, unblanched","Noix, noix de Brésil, séchées, non blanchies",1985-01-01,,12078,Bertholletia excelsa
2545,2545,12,0,"Nuts, butternuts (long walnuts), dried","Noix, noix longues (noix cendres), séchées",1985-01-01,,12084,Juglans cinerea
2546,2546,12,0,"Nuts, cashew nuts, dry roasted","Noix, noix d'acajou (cajous, anacardes), rôties à sec",1985-01-01,,12085,Anacardium occidentale
2547,2547,12,0,"Nuts, cashew nuts, oil roasted","Noix, noix d'acajou (cajous, anacardes), rôties dans l'huile",1985-01-01,,12086,
2548,2548,12,0,"Nuts, cashew butter, plain","Noix, beurre d'acajou (cajous, anacardes), nature",1985-01-01,,12088,
2549,2549,12,0,"Nuts, Chinese chestnuts, raw","Noix, châtaignes chinoises, crues",1985-01-01,,12093,Castanea mollissima
2550,2550,12,0,"Nuts, Chinese chestnuts, dried","Noix, châtaignes chinoises, séchées",1985-01-01,,12094,
2551,2551,12,0,"Nuts, Chinese chestnuts, boiled and steamed","Noix, châtaignes chinoises, bouillies et cuites à la vapeur",1985-01-01,,12095,
2552,2552,12,0,"Nuts, Chinese chestnuts, roasted","Noix, châtaignes chinoises, rôties",1985-01-01,,12096,
2553,2553,12,0,"Nuts, European chestnuts (sweet), raw, unpeeled","Noix, châtaignes d'Europe (marrons), crues, avec l'écorce",1985-01-01,,12097,Castanea sativa
2554,2554,12,0,"Nuts, European chestnuts (sweet), raw, peeled","Noix, châtaignes d'Europe (marrons), crues, décortiquées",1985-01-01,,12098,
2555,2555,12,0,"Nuts, European chestnuts (sweet), dried, unpeeled","Noix, châtaignes d'Europe (marrons), séchées, avec l'écorce",1985-01-01,,12099,
2556,2556,12,0,"Nuts, European chestnuts (sweet), dried, peeled","Noix, châtaignes d'Europe (marrons), séchées, décortiquées",1985-01-01,,12100,
2557,2557,12,0,"Nuts, European chestnuts (sweet), boiled and steamed","Noix, châtaignes d'Europe (marrons), bouillies et cuites à la vapeur",1985-01-01,,12101,
2558,2558,12,0,"Nuts, coconut meat, raw","Noix, noix de coco, crue",1985-01-01,,12104,Cocos nucifera
2559,2559,12,0,"Nuts, coconut meat, desiccated, unsweetened","Noix, noix de coco, désséchée, non sucrée",1985-01-01,,12108,
2560,2560,12,0,"Nuts, coconut meat, desiccated, sweetened, flaked, packaged","Noix, noix de coco, désséchée, sucrée, flocons, empaquetée",1985-01-01,,12109,
2561,2561,12,0,"Nuts, coconut meat, desiccated, sweetened, flaked, canned","Noix, noix de coco, desséchée, sucrée, flocons, conserve",1985-01-01,,12110,
2562,2562,12,0,"Nuts, coconut meat, desiccated, toasted","Noix, noix de coco, désséchée, grillée",1985-01-01,,12114,
2563,2563,12,0,"Nuts, coconut cream (liquid from grated meat), raw","Noix, crème de noix de coco (liquide de la noix râpée), crue",1985-01-01,,12115,
2564,2564,12,0,"Nuts, coconut cream (liquid from grated meat), sweetened, canned","Noix, crème de noix de coco (liquide de la noix râpée), sucrée, conserve",1985-01-01,,12116,
2565,2565,12,0,"Nuts, coconut milk (liquid from grated meat and water), canned","Noix, lait de noix de coco (liquide de la noix râpée et eau), conserve",1985-01-01,,12118,
2566,2566,12,0,"Nuts, coconut water (liquid from coconut)","Noix, eau de noix de coco (liquide de la noix)",1985-01-01,,12119,
2567,2567,12,0,"Nuts, filberts or hazelnuts, dried","Noix, noisettes, avelines ou coudres, séchées",1985-01-01,,12120,Corylus spp.
2568,2568,12,0,"Nuts, filberts or hazelnuts, dried, blanched","Noix, noisettes, avelines ou coudres, séchées, blanchies",1985-01-01,,12121,
2569,2569,12,0,"Nuts, filberts or hazelnuts, dry roasted, unblanched","Noix, noisettes, avelines ou coudres, rôties à sec, non blanchies",1985-01-01,,12122,
2571,2571,12,0,"Nuts, ginkgo nuts, raw","Noix, fruits de ginkgo, crues",1985-01-01,,12127,Ginko biloba
2572,2572,12,0,"Nuts, ginkgo nuts, dried","Noix, fruits de ginkgo, séchées",1985-01-01,,12128,
2573,2573,12,0,"Nuts, ginkgo nuts, canned","Noix, fruits de ginkgo, conserve",1985-01-01,,12129,
2574,2574,12,0,"Nuts, hickory nuts, dried","Noix, noix de caryers, séchées",1985-01-01,,12130,Carya spp.
2575,2575,12,0,"Nuts, macadamia (bushnuts, queensland), raw","Noix, macadamia (queensland), crues",1985-01-01,,12131,"Macadamia integrifolia, M. tetraphylla"
2576,2576,12,30,"Nuts, macadamia (bushnuts, queensland), oil roasted","Noix, macadamia (queensland), rôties dans l'huile",1985-01-01,,,
2577,2577,12,0,"Nuts, mixed nuts, dry roasted with peanuts","Noix, noix mélangées, rôties à sec avec arachides",1985-01-01,,12135,
2578,2578,12,0,"Nuts, mixed nuts, oil roasted with peanuts","Noix, noix mélangées, rôties dans l'huile avec arachides",1985-01-01,,12137,
2579,2579,12,0,"Nuts, mixed nuts, oil roasted without peanuts","Noix, noix mélangées, rôties dans l'huile sans arachides",1985-01-01,,12138,
2580,2580,16,0,"Soybean kernels, roasted, unsalted","Soya, graines, rôties, sans sel",1985-01-01,,16410,
2581,2581,12,0,"Nuts, simulated product, wheat-based, unflavoured, with salt","Noix, simili produit, base de blé, nature, sel ajouté",1985-01-01,,12140,
2582,2582,12,0,"Nuts, pecans, dried","Noix, pacanes, séchées",1985-01-01,,12142,Carya illinoensis
2583,2583,12,0,"Nuts, pecans, dry roasted","Noix, pacanes, rôties à sec",1985-01-01,,12143,
2584,2584,12,0,"Nuts, pecans, oil roasted","Noix, pacanes, rôties dans l'huile",1985-01-01,,12144,
2585,2585,12,0,"Nuts, pilinuts-canarytree, dried","Noix, fruits de canarium, séchées",1985-01-01,,12145,Canarium ovatum
2586,2586,12,0,"Nuts, pine nuts, pignolia, dried","Noix, noix de pins, pignons (pignes), séchées",1985-01-01,,12147,Pinus pinea
2587,2587,12,0,"Nuts, pine nuts, pinyon, dried","Noix, noix de pinus edulis, séchées",1985-01-01,,12149,Pinus edulis
2588,2588,12,0,"Nuts, pistachio nuts, dry roasted","Noix, pistaches, rôties à sec",1985-01-01,,12152,
2589,2589,12,0,"Nuts, walnuts, black, dried","Noix, noix de noyer noir, séchées",1985-01-01,,12154,Juglans nigra
2590,2590,12,0,"Nuts, walnuts, English or Persian, dried","Noix, Grenoble, séchées",1985-01-01,,12155,Juglans regia
2591,2591,12,0,"Seeds, breadfruit seeds, roasted","Graines, graines de fruits à pain, rôties",1985-01-01,,12158,
2592,2592,12,0,"Seeds, cottonseed kernels, roasted","Graines, coton, graines, rôties",1985-01-01,,12160,Gossypium spp.
2593,2593,12,0,"Seeds, sesame butter, tahini, roasted and toasted kernels","Graines, beurre de sésame, tahini, graines rôties et grillées",1985-01-01,,12166,
2594,2594,12,0,"Nuts, European chestnuts (sweet), roasted","Noix, châtaignes d'Europe (marrons), rôties",1985-01-01,,12167,
2596,2596,12,0,"Seeds, sesame butter, from whole seed, paste","Graines, beurre de sésame, de graines entières, pâte",1985-01-01,,12169,
2597,2597,12,0,"Seeds, sesame flour, high-fat","Graines, farine de sésame, élevée en gras",1985-01-01,,12170,
2598,2598,12,0,"Seeds, sesame butter, tahini, unroasted kernels","Graines, beurre de sésame, tahini, graines non rôties",1985-01-01,,12171,
2599,2599,12,0,"Seeds, watermelon seed kernels, dried","Graines, melon d'eau (pastèque), graines, déshydratées",1985-01-01,,12174,Citrullus lanatus
2600,2600,12,0,"Nuts, Japanese chestnuts, dried","Noix, châtaignes japonaises, séchées",1985-01-01,,12175,
2601,2601,12,0,"Nuts, coconut milk (liquid from grated meat and water), frozen","Noix, lait de noix de coco (liquide de la noix râpée et eau), congelé",1985-01-01,,12176,
2602,2602,12,0,"Nuts, coconut meat, desiccated, creamed","Noix, noix de coco, désséchées, en crème",1985-01-01,,12177,
2603,2603,12,0,"Nuts, coconut meat, desiccated, sweetened, shredded","Noix, noix de coco, désséchée, sucrée, filamentée",1985-01-01,,12179,
2604,2604,12,0,"Seeds, sisymbrium sp. seeds, whole, dried","Graines, sisymbrium sp., graines, entières, déshydratées",1985-01-01,,12193,Sisymbrium spp.
2605,2605,12,0,"Nuts, almond butter, plain","Noix, beurre d'amandes, nature",1985-01-01,,12195,
2607,2607,12,30,"Nuts, almond meal, partially defatted","Noix, semoule d'amandes, partiellement dégraissée",1985-01-01,,,
2608,2608,12,0,"Seeds, sesame butter, tahini, from raw and stone ground kernels","Graines, beurre de sésame, tahini, graines crues et moulues à la pierre",1985-01-01,,12198,
2610,2610,12,0,"Nuts, simulated product, wheat-based, all flavours except macadamia, without salt","Noix, simili produit, base de blé, toutes les saveurs sauf macadamia, sans sel",1985-01-01,,12200,
2611,2611,12,0,"Seeds, sesame seed kernels, dried, shelled","Graines, sésame, graines, déshydratées, décortiquées",1985-01-01,,12201,
2612,2612,12,0,"Nuts, Japanese chestnuts, raw","Noix, châtaignes japonaises, crues",1985-01-01,,12202,Castanea crenata
2613,2613,12,0,"Nuts, Japanese chestnuts, boiled and steamed","Noix, châtaignes japonaises, bouillies et cuites à la vapeur",1985-01-01,,12203,
2614,2614,12,0,"Nuts, Japanese chestnuts, roasted","Noix, châtaignes japonaises, rôties",1985-01-01,,12204,
2615,2615,12,0,"Seeds, lotus seeds, raw","Graines, lotus, graines, crues",1985-01-01,,12205,Nelumbo spp.
2616,2616,12,0,"Nuts, almonds, honey roasted, unblanched","Noix, amandes, rôties au miel, non blanchies",1994-01-01,,12206,
2617,2617,12,0,"Nuts, mixed nuts, dry roasted with peanuts, salted","Noix, noix mélangées, rôties à sec avec arachides, salées",1985-01-01,,12635,
2618,2618,12,0,"Nuts, mixed nuts, oil roasted with peanuts, salted","Noix, noix mélangées, rôties dans l'huile avec arachides, salées",1985-01-01,,12637,
2619,2619,12,0,"Seeds, pumpkin and squash seed kernels, roasted, salted","Graines, citrouille et courge, graines, rôties, salées",1985-01-01,,12516,
2620,2620,12,0,"Seeds, sunflower seed kernels, dry roasted, salted","Graines, tournesol, graines, rôties à sec, salées",1985-01-01,,12537,
2621,2621,12,3,"Seeds, sunflower seed kernels, oil roasted, salted","Graines, tournesol, graines, rôties dans l'huile, salées",1985-01-01,,12538,
2622,2622,12,0,"Seeds, sunflower seed kernels, toasted, salted","Graines, tournesol, graines, grillées, salées",1985-01-01,,12539,
2623,2623,12,0,"Seeds, sunflower seed butter, salted","Graines, beurre de tournesol, salé",1985-01-01,,12540,
2624,2624,12,0,"Nuts, almonds, dry roasted, unblanched, salted","Noix, amandes, rôties à sec, non blanchies, salées",1985-01-01,,12563,
2625,2625,12,0,"Nuts, almonds, oil roasted, unblanched, salted","Noix, amandes, rôties dans l'huile, non blanchies, salées",1985-01-01,,12565,
2626,2626,12,30,"Nuts, almonds, oil roasted, blanched, salted","Noix, amandes, rôties dans l'huile, blanchies, salées",1985-01-01,,,
2627,2627,12,0,"Nuts, cashew nuts, dry roasted, salted","Noix, noix d'acajou (cajous, anacardes), rôties à sec, salées",1985-01-01,,12585,
2628,2628,12,0,"Nuts, cashew nuts, oil roasted, salted","Noix, noix d'acajou (cajous, anacardes), rôties dans l'huile, salées",1985-01-01,,12586,
2629,2629,12,0,"Nuts, cashew butter, plain, salted","Noix, beurre de noix d'acajou (cajous, anacardes), nature, salé",1985-01-01,,12588,
2632,2632,12,30,"Nuts, macadamia (bushnuts, queensland), oil roasted, salted","Noix, macadamia (queensland), rôties dans l'huile, salées",1985-01-01,,,
2633,2633,12,0,"Nuts, mixed nuts, oil roasted without peanuts, salted","Noix, noix mélangées, rôties dans l'huile sans arachides, salées",1985-01-01,,12638,
2635,2635,12,0,"Nuts, pecans, dry roasted, salted","Noix, pacanes, rôties à sec, salées",1985-01-01,,12643,
2636,2636,12,0,"Nuts, pecans, oil roasted, salted","Noix, pacanes, rôties dans l'huile, salées",1985-01-01,,12644,
2637,2637,12,0,"Nuts, pistachio nuts, dry roasted, salted","Noix, pistaches, rôties à sec, salées",1985-01-01,,12652,
2638,2638,12,3,"Seeds, pumpkin and squash seeds, whole, roasted, salted","Graines, citrouille et courge, graines, entières, rôties, salées",1985-01-01,,12663,
2639,2639,12,0,"Nuts, almond butter, plain, salted","Noix, beurre d'amandes, nature, salé",1985-01-01,,12695,
2640,2640,12,30,"Nuts, almond butter, honey and cinnamon, salted","Noix, beurre d'amandes, miel et cannelle, salé",1985-01-01,,,
2641,2641,12,30,"Nuts, almond meal, partially defatted, salted","Noix, semoule d'amandes, partiellement dégraissées, salées",1985-01-01,,,
2642,2642,12,3,"Seeds, sunflower seed kernels, oil roasted","Graines, tournesol, graines, rôties dans l'huile",1985-01-01,,12038,
2643,2643,12,3,"Nuts, coconut milk (liquid from grated meat and water), raw","Noix, lait de noix de coco (liquide de la noix râpée et eau), cru",1985-01-01,,12117,
