FoodID,MeasureID,ConversionFactorValue,ConvFactorDateOfEntry
1666,1028,2.75782,2003-05-07
1667,1097,1.41000,2014-01-29
1667,1457,1.40000,2004-02-23
1667,502509,0.73546,2014-01-29
1667,502510,0.91932,2014-01-29
1667,502511,1.83864,2014-01-29
1667,502512,0.44127,2014-01-29
1667,502514,2.82000,2014-01-29
1668,110,1.03000,1997-05-01
1668,341,0.62975,2003-05-07
1668,383,0.78719,2003-05-07
1668,415,1.57439,2003-05-07
1668,1457,1.40000,2004-02-23
1669,341,0.98906,2014-05-05
1669,383,1.23626,2003-05-07
1669,388,1.48359,2014-05-05
1669,415,2.47265,2014-05-05
1669,1034,0.86000,1997-05-01
1670,341,0.55790,1997-05-01
1670,383,0.69738,2003-05-07
1670,415,1.39476,2003-05-07
1670,640,0.33474,2003-05-07
1670,1456,0.40000,2004-02-23
1671,341,1.18343,1997-05-01
1671,383,1.47929,2003-05-07
1671,415,2.95858,2003-05-07
1671,640,0.71010,2013-04-08
1671,641,0.88757,2003-05-07
1671,1456,0.40000,2004-02-23
1672,364,1.04818,2003-05-07
1672,640,0.62891,2011-05-19
1672,641,0.78614,2003-05-07
1672,1026,1.31023,2003-05-07
1672,1028,2.62046,2003-05-07
1673,341,1.08199,1999-06-08
1673,383,1.35249,2003-05-07
1673,415,2.70499,2003-05-07
1674,112,6.09000,1997-05-01
1674,617,0.80304,1997-05-01
1674,1037,1.00380,2003-05-07
1674,1038,2.00761,2003-05-07
1674,1457,1.40000,2004-02-23
1675,110,0.92000,1997-05-01
1675,1457,1.40000,2004-02-23
1676,341,1.08199,1997-05-01
1676,383,1.35249,2003-05-07
1676,388,1.62299,2004-02-23
1676,415,2.70499,2003-05-07
1677,1017,1.32079,2003-05-07
1677,1018,2.64159,2003-05-07
1677,1019,1.05664,1997-05-01
1677,1457,1.40000,2004-02-23
1678,348,0.57904,1997-05-01
1678,968,0.72380,2003-05-07
1678,976,1.44759,2003-05-07
1678,1457,1.40000,2004-02-23
1679,341,1.01437,1997-05-01
1679,383,1.26796,2003-05-07
1679,415,2.53593,2003-05-07
1679,1457,1.40000,2004-02-23
1680,341,0.24091,1997-05-01
1680,383,0.30114,2003-05-07
1680,415,0.60228,2003-05-07
1680,1457,1.40000,2004-07-14
1681,1457,1.40000,2004-07-14
1682,118,1.70440,1997-05-01
1682,366,1.01860,1997-05-01
1682,1076,1.27325,2003-05-07
1682,1077,2.54649,2003-05-07
1682,1457,1.40000,2004-02-23
1682,1469,0.85220,2004-02-23
1683,110,2.25000,1997-05-01
1683,1457,1.40000,2004-02-23
1683,1459,1.12500,2004-02-23
1684,366,0.95097,1997-05-01
1684,1076,1.18872,2003-05-07
1684,1077,2.37743,2003-05-07
1684,1078,6.25000,1997-05-01
1684,1457,1.40000,2004-02-23
1685,341,1.07354,1997-05-01
1685,383,1.34193,2003-05-07
1685,388,1.61032,2004-02-23
1685,415,2.68385,2003-05-07
1686,1020,1.34721,2003-05-07
1686,1021,2.69442,2003-05-07
1686,1022,1.07777,1997-05-01
1686,1457,1.40000,2004-02-23
1687,1020,1.34721,2003-05-08
1687,1021,2.69442,2003-05-08
1687,1022,1.07777,2003-05-08
1687,1457,1.40000,2004-02-23
1688,123,1.55738,1997-05-01
1688,366,1.05664,1997-05-01
1688,1076,1.32079,2003-05-08
1688,1077,2.64159,2003-05-08
1688,1457,1.40000,2004-02-23
1689,366,0.50719,1997-05-01
1689,501,0.01963,1997-05-01
1689,1076,0.63398,2003-05-08
1689,1077,1.26796,2003-05-08
1689,1457,1.40000,2004-02-23
1690,341,1.08622,1997-05-01
1690,383,1.35778,2003-05-08
1690,388,1.62933,2004-02-19
1690,415,2.71555,2003-05-08
1691,348,0.64243,2003-05-08
1691,968,0.80304,2003-05-08
1691,976,1.60609,2003-05-08
1691,1466,1.50000,2004-02-23
1692,110,0.50000,1997-05-01
1692,367,1.02705,1997-05-01
1692,1013,1.28381,2003-05-08
1692,1014,2.56762,2003-05-08
1692,1457,1.40000,2004-02-18
1692,1462,1.00000,2004-02-18
1693,124,2.75000,1997-05-01
1693,500,1.22000,1997-05-01
1693,1457,1.40000,2004-02-23
1694,341,1.06086,1999-06-08
1694,383,1.32608,2003-05-08
1694,415,2.65216,2003-05-08
1696,343,0.52832,2003-05-09
1696,371,0.46072,2014-07-02
1696,971,0.57590,2014-07-02
1696,979,1.15179,2014-07-02
1696,1031,0.66040,2003-05-09
1696,1032,1.32079,2003-05-09
1696,1081,1.82000,2014-07-02
1696,1082,2.23000,2014-07-02
1696,1457,1.40000,2004-07-14
1696,502600,1.49000,2014-07-02
1696,502602,1.01000,2014-07-02
1697,371,0.46492,1997-05-01
1697,971,0.58115,2003-05-09
1697,979,1.16230,2003-05-09
1697,1457,1.40000,2004-02-18
1697,502428,2.16000,2014-07-31
1697,502600,1.32000,2014-07-31
1697,502601,1.61000,2014-07-31
1698,371,0.72274,1997-05-01
1698,971,0.90342,2003-05-09
1698,979,1.80685,2003-05-09
1698,1457,1.40000,2004-02-18
1699,371,0.86221,1997-05-01
1699,388,1.29332,2004-02-13
1699,971,1.07777,2003-05-09
1699,979,2.15554,2003-05-09
1700,341,1.03128,1997-05-01
1700,383,1.28910,2003-05-09
1700,388,1.54691,2004-02-18
1700,415,2.57819,2003-05-09
1701,341,1.07777,1997-05-01
1701,383,1.34721,2003-05-09
1701,388,1.61665,2004-02-18
1701,415,2.69442,2003-05-09
1702,341,0.50296,1997-05-01
1702,383,0.62870,2003-05-09
1702,415,1.25740,2003-05-09
1702,640,0.30178,2003-05-09
1702,1456,0.40000,2004-02-18
1702,1458,0.21000,2007-06-14
1702,1562,0.03500,2007-06-14
1703,341,1.05241,1997-05-01
1703,383,1.31551,2003-05-09
1703,415,2.63102,2003-05-09
1703,641,0.78931,2003-05-09
1703,1456,0.40000,2004-02-18
1704,357,0.95102,2014-07-07
1704,371,0.63401,2014-07-07
1704,971,0.79252,2014-07-07
1704,979,1.58503,2014-07-07
1704,1059,1.18878,2014-07-07
1704,1060,2.37755,2014-07-07
1704,1084,0.81000,2003-05-09
1704,1085,1.01000,2003-05-09
1704,1086,1.18000,2003-05-09
1704,1087,1.36000,2003-05-09
1704,1088,1.52000,2003-05-09
1704,1457,1.40000,2004-02-18
1705,341,0.61285,1997-05-01
1705,383,0.76606,2003-05-09
1705,415,1.53212,2003-05-09
1705,1089,0.68000,2003-05-09
1705,1457,1.40000,2004-02-18
1706,1017,0.81889,2003-05-09
1706,1018,1.63779,2003-05-09
1706,1019,0.65511,1997-05-01
1706,1457,1.40000,2004-02-18
1707,341,1.06509,1997-05-01
1707,383,1.33136,2003-05-09
1707,388,1.59763,2004-02-18
1707,415,2.66272,2003-05-09
1708,364,1.06509,1997-05-01
1708,388,1.59763,2004-02-18
1708,1026,1.33136,2003-05-09
1708,1028,2.66272,2003-05-09
1709,341,0.47337,1997-05-01
1709,383,0.59172,2003-05-09
1709,415,1.18343,2003-05-09
1709,1457,1.40000,2004-07-14
1710,110,0.07100,2015-01-23
1710,333,0.71000,2015-01-23
1710,628,0.24900,2003-05-09
1710,1090,0.62133,2015-01-23
1710,1091,0.77666,2015-01-23
1710,1092,1.55333,2015-01-23
1710,1456,0.40000,2004-02-18
1711,1058,0.64000,2004-02-19
1711,1095,0.40000,2003-05-09
1711,1456,0.40000,2004-02-19
1711,1463,0.50000,2004-02-19
1711,1464,1.00000,2004-02-19
1712,341,1.05241,1997-05-01
1712,383,1.31551,2003-05-09
1712,388,1.57862,2004-02-19
1712,415,2.63102,2003-05-09
1713,341,1.06509,1997-05-01
1713,383,1.33136,2003-05-09
1713,388,1.59764,2004-02-19
1713,415,2.66272,2003-05-09
1714,617,0.97210,1997-05-01
1714,1037,1.21513,2003-05-09
1714,1038,2.43026,2003-05-09
1714,1096,1.66000,2003-05-09
1714,1097,1.28000,2003-05-09
1714,1098,1.00000,2003-05-09
1714,1457,1.40000,2004-02-19
1715,320,1.18000,1997-05-01
1715,617,0.97210,1997-05-01
1715,1037,1.21513,2003-05-09
1715,1038,2.43026,2003-05-09
1715,1457,1.40000,2004-02-19
1716,341,1.04396,1999-06-08
1716,383,1.30495,2003-05-09
1716,415,2.60989,2003-05-09
1717,341,1.04396,1999-06-08
1717,383,1.30495,2003-05-09
1717,415,2.60989,2003-05-09
1718,333,0.50000,1997-05-01
1718,1030,0.98000,2004-02-19
1718,1099,0.63821,2006-10-24
1718,1100,0.79776,2006-10-24
1718,1101,1.59552,2006-10-24
1718,1457,1.40000,2004-02-19
1719,341,1.21745,2003-04-28
1719,383,1.52181,2003-04-28
1720,341,1.05664,2003-05-27
1720,383,1.32079,2003-05-27
1720,415,2.64159,2003-05-27
1721,347,0.67625,1997-05-01
1721,348,0.65934,2003-05-27
1721,968,0.82418,2003-05-27
1721,976,1.64835,2003-05-27
1721,1015,0.84531,2003-05-27
1721,1016,1.69062,2003-05-27
1721,1048,1.38000,2003-05-27
1721,1049,0.74810,2003-05-27
1721,1050,0.93512,2003-05-27
1721,1051,1.87025,2003-05-27
1721,1107,8.14000,2003-05-27
1721,1108,1.02000,2003-05-27
1721,1109,5.52000,2003-05-27
1721,1110,0.69000,2003-05-27
1721,1111,4.41000,2003-05-27
1721,1112,0.55000,2003-05-27
1721,1466,1.50000,2004-02-20
1722,617,0.76078,1997-05-01
1722,1037,0.95097,2003-05-27
1722,1038,1.90194,2003-05-27
1722,1113,1.84000,2003-05-27
1722,1114,1.31000,2003-05-27
1722,1115,0.96000,2003-05-27
1722,1457,1.40000,2004-02-20
1723,341,1.05241,1999-06-08
1723,383,1.31551,2003-05-27
1723,415,2.63102,2003-05-27
1724,341,1.20034,2003-04-28
1724,383,1.50043,2003-04-28
1725,341,1.05241,1999-06-08
1725,383,1.31551,2003-05-27
1725,415,2.63102,2003-05-27
1726,341,1.05241,1997-05-01
1726,383,1.31551,2003-05-27
1726,388,1.57861,2004-02-23
1726,415,2.63102,2003-05-27
1727,341,1.06509,1997-05-01
1727,383,1.33136,2003-05-27
1727,388,1.59763,2004-02-23
1727,415,2.66272,2003-05-27
1728,371,0.65092,2014-07-31
1728,971,0.81365,2014-07-31
1728,979,1.62730,2014-07-31
1728,1116,1.75000,2014-07-31
1728,1117,1.50000,2014-07-31
1728,1118,1.30000,2014-07-31
1728,1457,1.40000,2004-02-20
1728,502606,2.24000,2014-07-31
1729,388,1.54692,2004-02-20
1729,959,0.98000,2002-11-12
1729,1064,1.03128,1997-05-01
1729,1065,1.28910,2003-05-30
1729,1066,2.57819,2003-05-30
1730,388,1.59130,2004-02-20
1730,959,0.98000,2002-11-12
1730,1064,1.06086,1997-05-01
1730,1065,1.32608,2003-05-30
1730,1066,2.65216,2003-05-30
1731,139,2.30000,2014-01-29
1731,160,1.78000,2014-01-29
1731,347,0.68051,2014-01-29
1731,371,0.59175,2014-01-29
1731,553,1.48000,2014-01-29
1731,971,0.73968,2014-01-29
1731,979,1.47936,2014-01-29
1731,1015,0.85063,2014-01-29
1731,1016,1.70127,2014-01-29
1731,1457,1.40000,2004-02-23
1732,354,1.03128,1997-05-01
1732,388,1.53715,2004-02-23
1732,584,0.77000,1997-05-01
1732,959,0.76000,2003-05-30
1732,1007,1.28096,2003-05-30
1732,1010,2.57819,2003-05-30
1733,354,1.06086,1997-05-01
1733,388,1.59130,2004-02-23
1733,584,0.79000,1997-05-01
1733,959,0.76000,2003-05-30
1733,1007,1.32608,2003-05-30
1733,1010,2.65216,2003-05-30
1734,110,9.05000,2014-07-02
1734,269,0.84000,2014-07-02
1734,348,0.69740,2014-07-02
1734,968,0.87177,2014-07-02
1734,976,1.74354,2014-07-02
1734,1138,0.56000,2003-05-30
1734,1457,1.40000,2004-02-23
1735,388,1.55959,2004-02-23
1735,456,0.58000,1997-05-01
1735,944,1.03973,2001-11-22
1735,1135,1.29966,2003-05-30
1735,1136,2.59932,2003-05-30
1735,1137,0.47000,2003-05-30
1736,388,1.57861,2004-02-23
1736,944,1.05240,2004-02-10
1736,1135,1.31551,2004-02-10
1736,1136,2.63102,2004-02-10
1736,1137,0.48000,2003-05-30
1737,388,1.59763,2004-02-23
1737,456,0.58150,1997-05-01
1737,944,1.06509,2001-11-22
1737,1135,1.33136,2003-05-30
1737,1136,2.66272,2003-05-30
1737,1137,0.48000,2003-05-30
1738,388,1.61032,2004-02-23
1738,456,0.58150,1997-05-01
1738,944,1.07354,2001-11-22
1738,1135,1.34193,2003-05-30
1738,1136,2.68385,2003-05-30
1738,1137,0.49000,2003-05-30
1739,388,1.64836,2004-02-23
1739,944,1.09890,2001-10-30
1739,1135,1.37363,2003-05-30
1739,1136,2.74725,2003-05-30
1740,371,0.69738,1997-05-01
1740,971,0.87172,2003-05-30
1740,979,1.74345,2003-05-30
1740,1451,0.66000,2004-02-05
1740,1457,1.40000,2004-07-14
1741,364,1.06509,2002-11-12
1741,388,1.59763,2004-02-23
1741,957,0.46000,2002-11-12
1741,1026,1.33136,2003-05-30
1741,1028,2.66272,2003-05-30
1742,333,0.95000,2015-04-21
1742,364,0.73546,2015-04-21
1742,628,0.28500,2015-04-21
1742,1026,0.91932,2015-04-21
1742,1028,1.83864,2015-04-21
1742,1456,0.40000,2004-02-23
1743,364,1.04818,2003-05-30
1743,640,0.62890,2007-06-14
1743,1026,1.31023,2003-05-30
1743,1028,2.62046,2003-05-30
1743,1133,0.78614,2003-05-30
1744,362,0.69738,1997-05-01
1744,376,0.61285,1997-05-01
1744,974,0.76606,2003-05-30
1744,983,1.53212,2003-05-30
1744,1129,0.87172,2003-05-30
1744,1130,1.74345,2003-05-30
1744,1456,0.40000,2004-02-23
1744,1468,0.36771,2004-02-23
1745,274,0.42000,2003-05-30
1745,362,0.69738,1997-05-01
1745,376,0.61285,1997-05-01
1745,974,0.76606,2003-05-30
1745,983,1.53212,2003-05-30
1745,1129,0.87172,2003-05-30
1745,1130,1.74345,2003-05-30
1745,1131,0.14000,2003-05-30
1745,1132,0.26000,2003-05-30
1745,1456,0.40000,2004-02-23
1745,1468,0.36771,2004-02-23
1746,362,0.69738,1997-05-01
1746,376,0.61285,1997-05-01
1746,974,0.76606,2003-05-30
1746,983,1.53212,2003-05-30
1746,1129,0.87172,2003-05-30
1746,1130,1.74345,2003-05-30
1746,1456,0.40000,2004-02-23
1746,1468,0.36771,2004-02-23
1747,333,0.19000,2003-05-30
1747,341,0.51986,1997-05-01
1747,383,0.64983,2003-05-30
1747,415,1.29966,2003-05-30
1747,1457,1.40000,2004-02-23
1748,348,0.51564,1997-05-01
1748,563,0.51000,2003-05-30
1748,968,0.64455,2003-05-30
1748,976,1.28910,2003-05-30
1748,1457,1.40000,2004-02-23
1749,354,0.64243,2003-05-30
1749,367,0.98056,2003-05-30
1749,371,0.70161,1997-05-01
1749,379,0.60862,1997-05-01
1749,971,0.87701,2003-05-30
1749,979,1.75402,2003-05-30
1749,1007,0.80304,2003-05-30
1749,1010,1.60609,2003-05-30
1749,1011,0.76078,2003-05-30
1749,1012,1.52156,2003-05-30
1749,1013,1.22569,2003-05-30
1749,1014,2.45139,2003-05-30
1749,1125,0.07000,2003-05-30
1749,1126,0.12000,2003-05-30
1749,1127,0.18000,2003-05-30
1749,1128,0.27000,2003-05-30
1749,1457,1.40000,2004-02-23
1749,1666,0.84000,2007-06-14
1750,110,0.10600,2003-05-30
1750,1017,0.78719,2003-05-30
1750,1018,1.57439,2003-05-30
1750,1019,0.62976,2003-05-30
1750,1020,1.16758,2003-05-30
1750,1021,2.33517,2003-05-30
1750,1022,0.93407,1997-05-01
1750,1457,1.40000,2004-02-23
1751,1457,1.40000,2004-07-14
1752,341,1.04820,2008-04-30
1752,383,1.31030,2008-04-30
1752,415,2.62060,2008-04-30
1753,341,1.18927,1999-06-08
1753,383,1.48659,2003-04-28
1754,341,1.01014,1999-06-08
1754,383,1.26268,2003-05-30
1754,415,2.52536,2003-05-30
1755,1489,1.25000,2004-07-21
1755,502468,0.90000,2012-08-14
1757,1489,1.25000,2006-12-11
1758,1489,1.25000,2006-12-11
1759,1489,1.25000,2006-12-11
1760,341,0.54100,2003-12-16
1760,415,1.35249,2004-05-27
1760,1455,1.00000,2006-12-11
1761,1489,1.25000,2004-07-21
1761,502468,0.90000,2012-08-14
1762,341,0.57058,1999-07-20
1762,415,1.42645,2003-12-16
1762,1455,1.00000,2004-07-21
1762,1496,0.75000,2012-08-14
1763,1489,1.25000,2004-07-21
1764,341,0.57058,1999-07-20
1764,415,1.41600,2006-08-30
1764,1455,1.00000,2006-11-29
1765,1489,1.25000,2004-07-21
1765,502468,0.90000,2012-08-14
1766,341,0.57058,1999-07-20
1766,415,1.41600,2006-08-30
1766,1455,1.00000,2004-07-21
1766,1496,0.75000,2012-08-14
1767,1489,1.25000,2004-07-21
1768,341,0.57058,1999-07-20
1768,415,1.41600,2006-08-30
1768,1455,1.00000,2004-07-21
1769,1489,1.25000,2004-07-21
1769,502468,0.90000,2012-08-14
1770,341,0.57058,1999-07-20
1770,415,1.41600,2006-08-30
1770,1455,1.00000,2004-07-21
1770,1496,0.75000,2012-08-14
1771,1489,1.25000,2004-07-21
1771,502468,0.90000,2012-08-14
1772,1122,0.57060,2008-05-01
1772,1124,1.42650,2008-05-01
1772,1455,1.00000,2004-07-21
1772,1496,0.75000,2012-08-14
1773,47,1.17000,1997-05-01
1773,1489,1.25000,2004-07-21
1773,502468,0.90000,2012-08-14
1774,45,0.89000,2003-12-17
1774,1122,0.56640,2006-08-30
1774,1124,1.41600,2006-08-30
1774,1455,1.00000,2004-07-21
1774,1496,0.75000,2012-08-14
1775,45,0.87000,1999-07-21
1775,1122,0.56640,2006-08-30
1775,1124,1.41600,2006-08-30
1775,1455,1.00000,2004-07-21
1775,1496,0.75000,2012-08-14
1776,45,0.89000,1999-07-21
1776,1122,0.56640,2006-08-30
1776,1124,1.41600,2006-08-30
1776,1455,1.00000,2004-07-21
1777,47,1.06000,1997-05-01
1777,1489,1.25000,2004-07-21
1778,45,0.80000,1999-07-21
1778,1122,0.56640,2006-08-30
1778,1124,1.41600,2006-08-30
1778,1455,1.00000,2004-07-21
1779,45,0.79000,1999-07-21
1779,1122,0.56640,2006-08-30
1779,1124,1.41600,2006-08-30
1779,1455,1.00000,2004-07-22
1780,45,0.81000,1999-07-21
1780,1122,0.56640,2006-08-30
1780,1124,1.41600,2006-08-30
1780,1455,1.00000,2004-07-21
1781,47,1.12000,1997-05-01
1781,1489,1.25000,2004-07-21
1781,502468,0.90000,2012-08-14
1782,45,0.83000,1999-07-21
1782,1122,0.56640,2006-08-30
1782,1124,1.41600,2006-08-30
1782,1455,1.00000,2004-07-21
1782,1496,0.75000,2012-08-14
1783,45,0.82000,1999-07-21
1783,1122,0.56640,2006-08-30
1783,1124,1.41600,2006-08-30
1783,1455,1.00000,2004-07-21
1783,1496,0.75000,2012-08-14
1784,1122,0.56640,2006-08-30
1784,1124,1.41600,2006-08-30
1784,1455,1.00000,2004-07-21
1784,1496,0.75000,2012-08-14
1785,47,0.98000,1997-05-01
1785,1489,1.25000,2004-07-21
1786,45,0.74000,1999-07-21
1786,1122,0.56640,2006-08-30
1786,1124,1.41600,2006-08-30
1786,1455,1.00000,2004-07-21
1787,45,0.74000,1999-07-21
1787,1122,0.56640,2006-08-30
1787,1124,1.41600,2006-08-30
1787,1455,1.00000,2004-07-21
1788,1122,0.56640,2006-08-30
1788,1124,1.41600,2006-08-30
1788,1455,1.00000,2004-07-21
1789,47,0.98000,1997-05-01
1789,1489,1.25000,2004-07-21
1789,502468,0.90000,2012-08-14
1790,45,0.75000,1999-07-21
1790,1122,0.56640,2006-08-30
1790,1124,1.41600,2006-08-30
1790,1455,1.00000,2004-07-21
1790,1496,0.75000,2012-08-14
1791,45,0.74000,1999-07-21
1791,1122,0.56640,2006-08-30
1791,1124,1.41600,2006-08-30
1791,1455,1.00000,2004-07-21
1791,1496,0.75000,2012-08-14
1792,1122,0.56640,2006-08-30
1792,1124,1.41600,2006-08-30
1792,1455,1.00000,2004-07-21
1792,1496,0.75000,2012-08-14
1793,47,0.86000,1997-05-01
1793,1489,1.25000,2004-07-21
1794,45,0.67000,1999-07-21
1794,1122,0.56640,2006-08-30
1794,1124,1.41600,2006-08-30
1794,1455,1.00000,2004-07-21
1795,45,0.67000,1999-07-21
1795,1122,0.56640,2006-08-30
1795,1124,1.41600,2006-08-30
1795,1455,1.00000,2004-07-21
1796,1122,0.56640,2006-08-30
1796,1124,1.41600,2006-08-30
1796,1455,1.00000,2004-07-21
1796,1496,0.75000,2012-08-14
1797,47,1.07000,1997-05-01
1797,1489,1.25000,2004-07-21
1797,502468,0.90000,2012-08-14
1798,45,1.80000,2014-04-28
1798,1122,0.56640,2006-08-30
1798,1124,1.41600,2006-08-30
1798,1455,1.00000,2004-07-21
1798,1496,0.75000,2012-08-14
1799,45,1.95000,2014-04-28
1799,1122,0.56640,2006-08-30
1799,1124,1.41600,2006-08-30
1799,1455,1.00000,2004-07-21
1799,1496,0.75000,2012-08-14
1800,1122,0.56640,2006-08-30
1800,1124,1.41600,2006-08-30
1800,1455,1.00000,2004-07-21
1800,1496,0.75000,2012-08-14
1801,47,0.94000,1997-05-01
1801,1489,1.25000,2004-07-21
1802,45,1.80000,2014-04-28
1802,1122,0.56640,2006-08-30
1802,1124,1.41600,2006-08-30
1802,1455,1.00000,2004-07-21
1803,45,1.95000,2014-04-28
1803,1122,0.56640,2006-08-30
1803,1124,1.41600,2006-08-30
1803,1455,1.00000,2004-07-21
1804,1122,0.56640,2006-08-30
1804,1124,1.41600,2006-08-30
1804,1455,1.00000,2004-07-21
1808,1122,0.56640,2006-08-30
1808,1124,1.41600,2006-08-30
1808,1455,1.00000,2004-07-21
1812,1122,0.56640,2006-08-30
1812,1124,1.41600,2006-08-30
1812,1455,1.00000,2004-07-21
1813,1489,1.25000,2004-07-21
1813,502468,0.90000,2012-08-14
1814,1122,0.57058,1999-07-22
1814,1124,1.42646,2003-12-17
1814,1455,1.00000,2004-07-21
1814,1496,0.75000,2012-08-14
1815,1489,1.25000,2004-07-21
1815,502468,0.90000,2012-08-14
1816,1122,0.57058,1999-07-22
1816,1124,1.42646,2003-12-17
1816,1455,1.00000,2004-07-21
1816,1496,0.75000,2012-08-14
1817,1489,1.25000,2004-07-21
1817,502468,0.90000,2012-08-14
1818,1122,0.57058,1999-07-22
1818,1124,1.42646,2003-12-18
1818,1455,1.00000,2004-07-21
1818,1496,0.75000,2012-08-14
1819,1122,0.57058,1999-07-22
1819,1124,1.42646,2003-12-18
1819,1455,1.00000,2004-07-21
1819,1496,0.75000,2012-08-14
1820,1489,1.25000,2004-07-21
1820,502468,0.90000,2012-08-14
1821,1122,0.56640,2006-08-30
1821,1124,1.41600,2006-08-30
1821,1455,1.00000,2004-07-21
1821,1496,0.75000,2012-08-14
1822,1122,0.56640,2006-08-30
1822,1124,1.41600,2006-08-30
1822,1455,1.00000,2004-07-21
1822,1496,0.75000,2012-08-14
1823,1489,1.25000,2004-07-21
1823,502468,0.90000,2012-08-14
1824,1122,0.56640,2006-08-30
1824,1124,1.41600,2006-08-30
1824,1455,1.00000,2004-07-21
1824,1496,0.75000,2012-08-14
1825,1122,0.56640,2006-08-30
1825,1124,1.41600,2006-08-30
1825,1455,1.00000,2004-07-21
1825,1496,0.75000,2012-08-14
1826,1122,0.56640,2006-08-30
1826,1124,1.41600,2006-08-30
1826,1455,1.00000,2004-07-21
1826,1496,0.75000,2012-08-14
1827,1489,1.25000,2004-07-21
1827,502468,0.90000,2012-08-14
1828,1122,0.56640,2006-08-30
1828,1124,1.41600,2006-08-30
1828,1455,1.00000,2004-07-21
1828,1496,0.75000,2012-08-14
1829,1122,0.56640,2006-08-30
1829,1124,1.41600,2006-08-30
1829,1455,1.00000,2004-07-21
1829,1496,0.75000,2012-08-14
1830,1122,0.56640,2006-08-30
1830,1124,1.41600,2006-08-30
1830,1455,1.00000,2005-02-10
1830,1496,0.75000,2012-08-14
1832,1489,1.25000,2004-07-21
1833,1122,0.59172,2006-08-30
1833,1124,1.47929,2006-08-30
1833,1455,1.00000,2004-07-21
1834,1489,1.25000,2004-07-21
1834,502468,0.90000,2012-08-14
1835,1122,0.52832,2004-02-10
1835,1124,1.32079,2004-02-10
1835,1455,1.00000,2004-07-21
1835,1496,0.75000,2012-08-14
1836,88,1.13000,1997-05-01
1836,1489,1.25000,2004-07-21
1836,502468,0.90000,2012-08-14
1837,88,1.11000,1999-07-22
1837,1122,0.56640,2006-08-30
1837,1124,1.41600,2006-08-30
1837,1455,1.00000,2004-07-21
1837,1496,0.75000,2012-08-14
1838,318,0.95000,1997-05-01
1838,1122,0.32967,2004-02-10
1838,1124,0.82417,2004-02-10
1838,1489,1.25000,2004-07-22
1838,502468,0.90000,2012-08-14
1839,134,2.26000,1997-05-01
1839,1489,1.25000,2004-07-22
1840,134,1.29000,1997-05-01
1840,1122,0.61285,1997-05-01
1840,1124,1.53212,2003-12-18
1840,1455,1.00000,2011-02-23
1840,1489,1.25000,2004-07-22
1841,1583,0.54000,2008-04-04
1841,502468,0.90000,2012-08-14
1842,1122,0.59172,2006-08-30
1842,1124,1.47929,2006-08-30
1842,1455,1.00000,2004-07-22
1843,1573,0.10000,2008-04-04
1844,1489,1.25000,2004-07-22
1845,1122,0.53260,2008-06-10
1845,1124,1.33140,2008-06-10
1845,1455,1.00000,2004-07-22
1846,1489,1.25000,2004-07-22
1847,1122,0.59170,2008-06-10
1847,1124,1.47940,2008-06-10
1847,1455,1.00000,2004-07-22
1848,1489,1.25000,2004-07-22
1848,502468,0.90000,2012-08-14
1849,1489,1.25000,2004-07-22
1849,502468,0.90000,2012-08-14
1850,1122,0.56640,2006-08-30
1850,1124,1.41600,2006-08-30
1850,1455,1.00000,2004-07-22
1850,1496,0.75000,2012-08-14
1851,1489,1.25000,2004-07-22
1852,1122,0.56640,2006-08-30
1852,1124,1.41600,2006-08-30
1852,1455,1.00000,2004-07-22
1853,1489,1.25000,2004-07-22
1853,502468,0.90000,2012-08-14
1854,1489,1.25000,2004-07-22
1854,502468,0.90000,2012-08-14
1855,1122,0.56640,2006-08-30
1855,1124,1.44793,2003-12-18
1855,1455,1.00000,2004-07-22
1855,1496,0.75000,2012-08-14
1857,256,0.07955,1997-05-01
1857,267,0.11029,1997-05-01
1857,1467,0.15000,2004-07-22
1859,245,0.23500,2003-12-18
1859,363,0.56640,2006-08-30
1859,403,0.47000,2007-06-15
1859,1146,1.41600,2006-08-30
1859,1461,0.55000,2011-05-19
1860,1122,0.32967,2004-02-10
1860,1124,0.82417,2004-02-10
1860,1461,0.55000,2004-07-22
1861,403,0.56000,2007-06-15
1861,1122,0.59172,2006-08-30
1861,1124,1.47929,2006-08-30
1861,1461,0.55000,2004-07-22
1861,1496,0.75000,2012-08-14
1862,403,0.56000,2007-06-25
1862,1122,0.59172,2006-08-30
1862,1124,1.47928,2006-08-30
1862,1461,0.55000,2004-07-22
1862,1496,0.75000,2012-08-14
1865,1122,0.59172,2006-08-30
1865,1124,1.47929,2006-08-30
1865,1461,0.55000,2004-07-22
1865,1496,0.75000,2012-08-14
1868,183,0.65200,1997-05-01
1868,1579,0.60000,2004-07-22
1869,1579,0.60000,2004-07-22
1870,1122,0.56640,2006-08-30
1870,1124,1.41600,2006-08-30
1870,1461,0.55000,2004-07-22
1871,1122,0.56640,2006-08-30
1871,1124,1.41600,2006-08-30
1871,1461,0.55000,2004-07-22
1871,1496,0.75000,2012-08-14
1873,1122,0.59172,2006-08-30
1873,1124,1.47929,2006-08-30
1873,1461,0.55000,2004-07-22
1873,1496,0.75000,2012-08-14
1874,1489,1.25000,2006-12-11
1875,1122,0.56640,2006-08-30
1875,1124,1.41600,2006-08-30
1875,1455,1.00000,2006-12-11
1876,1122,0.56640,2006-08-30
